method,model,dataset,loss,accuracy,auc,loss_test_hosp_0,accuracy_test_hosp_0,auc_test_hosp_0,loss_test_hosp_2,accuracy_test_hosp_2,auc_test_hosp_2,loss_test_hosp_3,accuracy_test_hosp_3,auc_test_hosp_3,AUC_tumor,AUC_stroma,AUC_complex,AUC_lympho,AUC_debris,AUC_mucosa,AUC_adipose,AUC_empty,AUC_Atelectasis,AUC_Cardiomegaly,AUC_Consolidation,AUC_Edema,AUC_Pleural_Effusion,AUC_0,AUC_1,AUC_2,AUC_3
fc_then_full,efficientnetb3,patch_camelyon17_small,0.260630548000336,0.901048084100088,0.959364712238312,0.25294029712677,0.901591598987579,0.963224351406097,0.24155405163765,0.904072701931,0.964787125587463,0.287397295236588,0.897479951381683,0.950082659721374,,,,,,,,,,,,,,,,,
fc,efficientnetb3,patch_camelyon17_small,0.321438650290171,0.86750324567159,0.935915867487589,0.317420095205307,0.870869517326355,0.9374960064888,0.315722048282623,0.863181054592133,0.939884960651398,0.331173807382584,0.868459165096283,0.930366635322571,,,,,,,,,,,,,,,,,
fc_then_full,efficientnetb3,patch_camelyon17_small,0.265665342410405,0.899041930834452,0.957794189453125,0.263103127479553,0.896510541439056,0.960467219352722,0.239567935466766,0.905307233333588,0.964622557163238,0.294324964284897,0.895308017730713,0.948292791843414,,,,,,,,,,,,,,,,,
fc,efficientnetb3,patch_camelyon17_small,0.321837882200877,0.868789215882619,0.935559670130412,0.324652343988419,0.868278503417969,0.934895753860474,0.306799083948135,0.868859767913818,0.942014276981354,0.334062218666077,0.869229376316071,0.929768979549408,,,,,,,,,,,,,,,,,
fc_then_bn,efficientnetb3,patch_camelyon17_small,0.246273910005887,0.909576654434204,0.96443376938502,0.249063402414322,0.905427694320679,0.966153621673584,0.228320941329002,0.914454340934753,0.969797790050507,0.261437386274338,0.90884792804718,0.957349896430969,,,,,,,,,,,,,,,,,
fc_then_bn,efficientnetb3,patch_camelyon17_small,0.245951463778814,0.912520269552867,0.964538792769114,0.243023723363876,0.909263730049133,0.966852724552154,0.227563381195068,0.916453063488007,0.970261693000793,0.267267286777496,0.91184401512146,0.956501960754394,,,,,,,,,,,,,,,,,
fc_then_bn,efficientnetb3,patch_camelyon17_small,0.24425691862901,0.907111724217733,0.964098910490672,0.245702117681503,0.904048025608063,0.966956496238708,0.232705011963844,0.908916711807251,0.966946065425873,0.254363626241684,0.908370435237884,0.958394169807434,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,patch_camelyon17_small,0.833582997322083,0.603444278240204,0.730282187461853,0.790055692195892,0.605744004249573,0.805882811546326,0.69992607831955,0.519011437892914,0.636865496635437,1.01076722145081,0.685577392578125,0.748098254203796,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,patch_camelyon17_small,0.857681513743872,0.589264637438416,0.631334574869997,0.792240155631479,0.596964637039128,0.797287920827211,0.766720401245397,0.446900768028382,0.587433157690994,1.03495271563974,0.648896375472013,0.743962042753353,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,patch_camelyon17_small,0.88574136853087,0.600366582345901,0.685857428666582,0.848825361695873,0.584155178739787,0.775969188109682,0.708623770337324,0.458853363957362,0.630112616242722,1.0111008695508,0.648328301279824,0.699931644967022,,,,,,,,,,,,,,,,,
fc_then_bn_lr,efficientnetb3,patch_camelyon17_small,0.311053613821665,0.873423715432485,0.938475549221039,0.313404887914658,0.871290147304535,0.937839090824127,0.295837253332138,0.875584900379181,0.945531785488129,0.323918700218201,0.873396098613739,0.932055771350861,,,,,,,,,,,,,,,,,
fc_then_bn_lr,efficientnetb3,patch_camelyon17_small,0.312566941976361,0.870279841027963,0.938455779941205,0.316896317904533,0.870568972357984,0.937239155673965,0.302193786461594,0.870525380926201,0.935790861841813,0.325491717208549,0.870802354947119,0.924442828302234,,,,,,,,,,,,,,,,,
fc_then_bn_lr,efficientnetb3,patch_camelyon17_small,0.305810546169115,0.875439245874151,0.940090871241893,0.312084778770869,0.882021740820805,0.944495691452678,0.292234688513132,0.88428207001598,0.950682964348576,0.321573171624216,0.877064229901921,0.934570228009684,,,,,,,,,,,,,,,,,
moving_bn_and_fc,efficientnetb3,patch_camelyon17_small,0.550532261530558,0.726373692353566,0.815721233685811,0.544256746768951,0.739787340164185,0.814134418964386,0.588415265083313,0.699696660041809,0.786375761032105,0.51892477273941,0.739637076854706,0.846653521060944,,,,,,,,,,,,,,,,,
moving_bn_and_fc,efficientnetb3,patch_camelyon17_small,0.550475718349238,0.73320022716412,0.819453904304206,0.539462584812309,0.742735316272972,0.820812705416004,0.581676877699817,0.699778720358406,0.791529072108547,0.512607939819572,0.744534023286937,0.850963606203086,,,,,,,,,,,,,,,,,
moving_bn_and_fc,efficientnetb3,patch_camelyon17_small,0.553583262103378,0.717382215289715,0.80737253353312,0.550354127108853,0.732357452523864,0.811157780074692,0.589657986873033,0.689156011863196,0.781468914215028,0.524518505703322,0.731247115404895,0.843108273876041,,,,,,,,,,,,,,,,,
bn_and_fc,efficientnetb3,patch_camelyon17_small,0.248832022150358,0.907322883605957,0.963962475458781,0.233230337500572,0.91096305847168,0.968373775482178,0.252771317958832,0.903343737125397,0.965796828269958,0.260494410991669,0.907661855220795,0.957716822624206,,,,,,,,,,,,,,,,,
bn_and_fc,efficientnetb3,patch_camelyon17_small,0.281235908468564,0.897061626116435,0.956421295801798,0.247441038489342,0.908792674541473,0.966482937335968,0.292176485061646,0.880699336528778,0.953461825847626,0.304090201854706,0.901692867279053,0.949319124221802,,,,,,,,,,,,,,,,,
bn_and_fc,efficientnetb3,patch_camelyon17_small,0.24944215019544,0.909521202246348,0.964832941691081,0.217747285962105,0.917272388935089,0.972158074378967,0.22251071035862,0.916453063488007,0.968595027923584,0.308068454265594,0.894838154315949,0.953745722770691,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,patch_camelyon17_small,0.64740260442098,0.616109788417816,0.752979397773743,0.693321049213409,0.545393347740173,0.777339398860931,0.652181208133698,0.608154833316803,0.656348764896393,0.596705555915833,0.694781184196472,0.825250029563904,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,patch_camelyon17_small,0.656769069351679,0.582909255399236,0.745680681746404,0.699981574915976,0.520831312962912,0.735902208320439,0.684899531306623,0.601515536229175,0.649743691171022,0.628504621963998,0.673009260394351,0.816949771976064,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,patch_camelyon17_small,0.676158621381028,0.586798558729798,0.751957763110533,0.701538044050191,0.508473007524519,0.759423298211722,0.676984132931689,0.586342272307101,0.629004003759197,0.650420058023257,0.673499629221209,0.822604697826989,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,patch_camelyon17_small,0.694551885128021,0.5,0.5,0.694551587104797,0.5,0.5,0.694552838802338,0.5,0.5,0.694551229476929,0.5,0.5,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,patch_camelyon17_small,0.71632621725769,0.419084284176601,0.465709164120164,0.717256704320483,0.47838192558507,0.48818213650408,0.744387045008624,0.451364035808672,0.464126083945777,0.734545615326777,0.499138819107729,0.479524937662391,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,patch_camelyon17_small,0.702308058863616,0.468262973539892,0.488823107710501,0.740411990335324,0.467526906384113,0.499053494984604,0.700703308464778,0.470718461974545,0.483849742286187,0.713775421599872,0.48881968950788,0.490162040580897,,,,,,,,,,,,,,,,,
fc_then_full,resnet50v2,chexpert,0.440749645233154,0.379259258508682,0.808411777019501,,,,,,,,,,,,,,,,,,0.701325178146362,0.843794941902161,0.772082805633545,0.846685469150543,0.878170490264893,,,,
fc,resnet50v2,chexpert,0.488735973834991,0.264444440603256,0.739863763252894,,,,,,,,,,,,,,,,,,0.644862353801727,0.737204492092133,0.710279524326324,0.786234855651856,0.820737540721893,,,,
fc_then_full,resnet50v2,chexpert,0.440851002931595,0.375555545091629,0.808089802662532,,,,,,,,,,,,,,,,,,0.696436107158661,0.837917983531952,0.778843641281128,0.850308775901794,0.876942455768585,,,,
fc,resnet50v2,chexpert,0.495068460702896,0.259999990463257,0.728273232777913,,,,,,,,,,,,,,,,,,0.63396018743515,0.729423642158508,0.686606228351593,0.774543642997742,0.816832423210144,,,,
fc_then_full,resnet50v2,chexpert,0.435889542102814,0.376296281814575,0.808029582103094,,,,,,,,,,,,,,,,,,0.69703996181488,0.828769981861115,0.779555320739746,0.857320964336395,0.877461731433868,,,,
fc,resnet50v2,chexpert,0.494829416275024,0.262222230434418,0.729639331499735,,,,,,,,,,,,,,,,,,0.643140435218811,0.721567392349243,0.694729506969452,0.774243950843811,0.814515352249146,,,,
fc_then_bn,resnet50v2,chexpert,0.454127013683319,0.310370355844498,0.786957760651906,,,,,,,,,,,,,,,,,,0.688267707824707,0.79709380865097,0.762373805046082,0.831884145736694,0.855169355869293,,,,
fc_then_bn,resnet50v2,chexpert,0.444286756236871,0.315615362169726,0.791471379806051,,,,,,,,,,,,,,,,,,0.69145329961052,0.798056419899427,0.770542529286972,0.84894777715513,0.869719220716494,,,,
fc_then_bn,resnet50v2,chexpert,0.450839981605246,0.31706005421302,0.792295081511217,,,,,,,,,,,,,,,,,,0.693887987205502,0.799179947618809,0.772727937440099,0.838387949131985,0.862046145727123,,,,
random_weights_bn_and_fc,resnet50v2,chexpert,0.523438155651093,0.227407410740852,0.678139011065165,,,,,,,,,,,,,,,,,,0.605993270874023,0.640976786613464,0.657490670681,0.742530465126038,0.743703842163086,,,,
random_weights_bn_and_fc,resnet50v2,chexpert,0.564878269804407,0.212521890165624,0.671144373305274,,,,,,,,,,,,,,,,,,0.604717763395596,0.62434294895605,0.651795001570042,0.720504473824932,0.687026069343731,,,,
random_weights_bn_and_fc,resnet50v2,chexpert,0.52325713634491,0.228888884186745,0.67790487408638,,,,,,,,,,,,,,,,,,0.611916720867157,0.638077616691589,0.652949154376984,0.747583031654358,0.738997936248779,,,,
random_weights_bn_and_fc,resnet50v2,chexpert,0.56615042075261,0.1836766164655,0.630365012898757,,,,,,,,,,,,,,,,,,0.577852201803276,0.622376428374205,0.638641212447653,0.702476194931049,0.697982904497614,,,,
random_weights_bn_training_and_fc,resnet50v2,chexpert,0.54313862323761,0.098518520593643,0.644412438074748,,,,,,,,,,,,,,,,,,0.618055403232574,0.616424262523651,0.579404652118683,0.699408233165741,0.708769619464874,,,,
random_weights_bn_training_and_fc,resnet50v2,chexpert,0.564971613152424,0.097254541661646,0.560549744327083,,,,,,,,,,,,,,,,,,0.558823092928833,0.604279534637847,0.578028506574005,0.671225520280929,0.703815779290251,,,,
random_weights_bn_training_and_fc,resnet50v2,chexpert,0.569916275112523,0.076557564055488,0.584294185039995,,,,,,,,,,,,,,,,,,0.61416195192492,0.61046925294163,0.576986442288896,0.660300969622013,0.704611755091318,,,,
moving_bn_and_fc,resnet50v2,chexpert,0.504386186599731,0.254814803600311,0.726532210906347,,,,,,,,,,,,,,,,,,0.651540458202362,0.712749660015106,0.709474205970764,0.774634420871735,0.784262359142303,,,,
moving_bn_and_fc,resnet50v2,chexpert,0.500959495519942,0.255518327675872,0.726816496315785,,,,,,,,,,,,,,,,,,0.661499352655058,0.715855486477,0.71035730215795,0.778302047528546,0.787681254743245,,,,
moving_bn_and_fc,resnet50v2,chexpert,0.513193015189897,0.254416294750263,0.726326197705354,,,,,,,,,,,,,,,,,,0.650334727735507,0.712459814008636,0.708721197565955,0.772293906733487,0.7799828370752,,,,
bn_and_fc,resnet50v2,chexpert,0.455708742141724,0.31851851940155,0.78224183122317,,,,,,,,,,,,,,,,,,0.676618218421936,0.798000931739807,0.758007884025574,0.821154117584229,0.857428014278412,,,,
bn_and_fc,resnet50v2,chexpert,0.453259199857712,0.328888893127441,0.78690505027771,,,,,,,,,,,,,,,,,,0.685831367969513,0.793067932128906,0.764959514141083,0.830778956413269,0.859887480735779,,,,
bn_and_fc,resnet50v2,chexpert,0.450594305992126,0.334074079990387,0.790618270635605,,,,,,,,,,,,,,,,,,0.695418238639832,0.79741108417511,0.770395994186401,0.825496912002564,0.864369094371796,,,,
fc_then_full,inceptionv3,chexpert,0.441819876432419,0.334074079990387,0.80364727973938,,,,,,,,,,,,,,,,,,0.705084323883057,0.832435369491577,0.77251410484314,0.839613258838654,0.868589401245117,,,,
fc,inceptionv3,chexpert,0.508020997047424,0.203703701496124,0.71341148018837,,,,,,,,,,,,,,,,,,0.641209304332733,0.68187952041626,0.690037190914154,0.769719421863556,0.784211933612824,,,,
fc_then_full,inceptionv3,chexpert,0.438133716583252,0.331851840019226,0.806354810794195,,,,,,,,,,,,,,,,,,0.701314747333527,0.839719355106354,0.780513346195221,0.837990045547485,0.872236549854279,,,,
fc,inceptionv3,chexpert,0.505969822406769,0.202962964773178,0.715054700771968,,,,,,,,,,,,,,,,,,0.635320425033569,0.679082989692688,0.701068580150604,0.770808577537537,0.788993000984192,,,,
fc_then_full,inceptionv3,chexpert,0.439949721097946,0.343703716993332,0.807004491488139,,,,,,,,,,,,,,,,,,0.708647608757019,0.835610091686249,0.772599875926971,0.842226028442383,0.875938773155212,,,,
fc,inceptionv3,chexpert,0.512935221195221,0.208148151636124,0.705065846443176,,,,,,,,,,,,,,,,,,0.635302424430847,0.665671944618225,0.688018321990967,0.766515970230103,0.76982057094574,,,,
fc_then_bn,inceptionv3,chexpert,0.462454527616501,0.30370369553566,0.774726331233978,,,,,,,,,,,,,,,,,,0.675444960594177,0.76901388168335,0.761102974414825,0.815918624401093,0.852151274681091,,,,
fc_then_bn,inceptionv3,chexpert,0.476691663265228,0.282222211360931,0.755361974239349,,,,,,,,,,,,,,,,,,0.672534763813019,0.741547584533691,0.729926586151123,0.798811495304108,0.833989500999451,,,,
fc_then_bn,inceptionv3,chexpert,0.463537961244583,0.298518508672714,0.771365473667781,,,,,,,,,,,,,,,,,,0.675722897052765,0.765024781227112,0.751996994018555,0.816861689090729,0.84722101688385,,,,
random_weights_bn_and_fc,inceptionv3,chexpert,0.541416883468628,0.131111115217209,0.653375665346781,,,,,,,,,,,,,,,,,,0.541674494743347,0.638111293315887,0.666279911994934,0.689444422721863,0.731368184089661,,,,
random_weights_bn_and_fc,inceptionv3,chexpert,0.54004830121994,0.128888890147209,0.656988859176636,,,,,,,,,,,,,,,,,,0.54950362443924,0.646845638751984,0.661933064460754,0.69085031747818,0.735811650753021,,,,
random_weights_bn_and_fc,inceptionv3,chexpert,0.53916198015213,0.15185184776783,0.655327687660853,,,,,,,,,,,,,,,,,,0.544248342514038,0.642976939678192,0.663919448852539,0.690181136131287,0.735312581062317,,,,
random_weights_bn_training_and_fc,inceptionv3,chexpert,0.570434868335724,0.114074073731899,0.595834682385127,,,,,,,,,,,,,,,,,,0.573629140853882,0.566291868686676,0.54074615240097,0.648857593536377,0.649648725986481,,,,
random_weights_bn_training_and_fc,inceptionv3,chexpert,0.576912913988755,0.101136600522334,0.569471568370815,,,,,,,,,,,,,,,,,,0.545244114923912,0.537944047308639,0.534886611021983,0.645956520006542,0.605922115054826,,,,
random_weights_bn_training_and_fc,inceptionv3,chexpert,0.617923857839337,0.099480512970419,0.580716134665151,,,,,,,,,,,,,,,,,,0.536306126366505,0.550916565223124,0.528678888308811,0.631516599336128,0.64249094184247,,,,
moving_bn_and_fc,inceptionv3,chexpert,0.527966022491455,0.148148149251938,0.683866192897161,,,,,,,,,,,,,,,,,,0.633242785930634,0.645021915435791,0.657526910305023,0.743321239948273,0.740218162536621,,,,
moving_bn_and_fc,inceptionv3,chexpert,0.533522501775872,0.14478767367941,0.679759453309355,,,,,,,,,,,,,,,,,,0.629461269695775,0.64366087265205,0.652291266267657,0.738611722361876,0.736956765753519,,,,
moving_bn_and_fc,inceptionv3,chexpert,0.524983487455501,0.150747294779402,0.690496510807672,,,,,,,,,,,,,,,,,,0.641978144443459,0.64568929274573,0.660575675125579,0.750680417598957,0.743106025517619,,,,
bn_and_fc,inceptionv3,chexpert,0.460169047117233,0.290370374917984,0.778324574232101,,,,,,,,,,,,,,,,,,0.686321616172791,0.792612791061401,0.752355694770813,0.816853046417236,0.843479692935944,,,,
bn_and_fc,inceptionv3,chexpert,0.463195419737439,0.285041553978867,0.7671451187844,,,,,,,,,,,,,,,,,,0.681286646431575,0.791543166257059,0.746968829632201,0.813398770607184,0.841236903623802,,,,
bn_and_fc,inceptionv3,chexpert,0.462979882955551,0.311851859092712,0.77499184012413,,,,,,,,,,,,,,,,,,0.680889964103699,0.774945199489594,0.751042783260345,0.816954970359802,0.851126313209534,,,,
bn_and_fc,inceptionv3,chexpert,0.459465828754754,0.315745214605981,0.781236447707895,,,,,,,,,,,,,,,,,,0.68790052839819,0.781853971005443,0.757994569653006,0.817607295881488,0.857683335738411,,,,
fc_then_full,densenet121,chexpert,0.431774944067001,0.314074069261551,0.808799703915914,,,,,,,,,,,,,,,,,,0.691848933696747,0.844649076461792,0.781929135322571,0.847409904003143,0.878161549568176,,,,
fc,densenet121,chexpert,0.501536190509796,0.20444443821907,0.722536275784175,,,,,,,,,,,,,,,,,,0.645666480064392,0.704504132270813,0.698002099990845,0.782960295677185,0.781548380851746,,,,
fc_then_full,densenet121,chexpert,0.441679775714874,0.364444434642792,0.804704109827677,,,,,,,,,,,,,,,,,,0.695075988769531,0.830063462257385,0.774622619152069,0.85266375541687,0.871094763278961,,,,
fc,densenet121,chexpert,0.504980504512787,0.270370364189148,0.72344767053922,,,,,,,,,,,,,,,,,,0.652404487133026,0.692564427852631,0.703835487365723,0.78241640329361,0.786017537117004,,,,
fc_then_full,densenet121,chexpert,0.439991801977158,0.363703697919846,0.801954378684362,,,,,,,,,,,,,,,,,,0.698461294174194,0.839682459831238,0.764129400253296,0.844786047935486,0.862712681293488,,,,
fc,densenet121,chexpert,0.503280520439148,0.165185183286667,0.725451985994975,,,,,,,,,,,,,,,,,,0.65414571762085,0.695497214794159,0.697767376899719,0.788812041282654,0.791037499904633,,,,
fc_then_bn,densenet121,chexpert,0.431662738323212,0.335555553436279,0.810598274072011,,,,,,,,,,,,,,,,,,0.703372895717621,0.839903712272644,0.789230048656464,0.846249580383301,0.874235153198242,,,,
fc_then_bn,densenet121,chexpert,0.433277487754822,0.328888893127441,0.807196388641993,,,,,,,,,,,,,,,,,,0.703940808773041,0.818030774593353,0.789957046508789,0.842803061008453,0.881250202655792,,,,
fc_then_bn,densenet121,chexpert,0.429804235696793,0.346666663885117,0.811221122741699,,,,,,,,,,,,,,,,,,0.708122968673706,0.838946878910065,0.787917256355286,0.84425562620163,0.87686288356781,,,,
random_weights_bn_and_fc,densenet121,chexpert,0.520800709724426,0.231111109256744,0.681166529655457,,,,,,,,,,,,,,,,,,0.60091894865036,0.649746477603912,0.657881855964661,0.745219469070435,0.752065896987915,,,,
random_weights_bn_and_fc,densenet121,chexpert,0.519741117954254,0.242222219705582,0.682823270559311,,,,,,,,,,,,,,,,,,0.602716982364655,0.650316953659058,0.657765448093414,0.748950839042664,0.754366099834442,,,,
random_weights_bn_and_fc,densenet121,chexpert,0.514641523361206,0.257777780294418,0.690417766571045,,,,,,,,,,,,,,,,,,0.611158907413483,0.665175139904022,0.653821229934692,0.759513795375824,0.762419760227203,,,,
random_weights_bn_training_and_fc,densenet121,chexpert,0.505691051483154,0.171111106872559,0.713545501232147,,,,,,,,,,,,,,,,,,0.626222252845764,0.714318633079529,0.666243672370911,0.774951159954071,0.785991787910461,,,,
random_weights_bn_training_and_fc,densenet121,chexpert,0.515462105280825,0.168045847617247,0.695244673022335,,,,,,,,,,,,,,,,,,0.602454287985155,0.679131294536308,0.642504414112431,0.743308649751223,0.782829938258366,,,,
random_weights_bn_training_and_fc,densenet121,chexpert,0.518529652572945,0.158386824025723,0.62730871983943,,,,,,,,,,,,,,,,,,0.594853080847024,0.685208018505366,0.59360952698334,0.759606406237609,0.710693006732574,,,,
fc_then_bn_lr,densenet121,chexpert,0.488837838172913,0.239999994635582,0.745973418156306,,,,,,,,,,,,,,,,,,0.662634074687958,0.726926743984222,0.734779179096222,0.797312378883362,0.808214724063873,,,,
fc_then_bn_lr,densenet121,chexpert,0.478678582828485,0.242996633535958,0.746872425439467,,,,,,,,,,,,,,,,,,0.666386899094041,0.731071001962837,0.74347097378129,0.798672900743739,0.809404588894139,,,,
fc_then_bn_lr,densenet121,chexpert,0.487217169626354,0.240899774283428,0.74752334963253,,,,,,,,,,,,,,,,,,0.677233200473775,0.733380657632888,0.739250367697756,0.797839810736004,0.809712778275713,,,,
moving_bn_and_fc,densenet121,chexpert,0.528150796890259,0.209629625082016,0.693043092886607,,,,,,,,,,,,,,,,,,0.601164042949677,0.686262786388397,0.659431338310242,0.778287172317505,0.740070104598999,,,,
moving_bn_and_fc,densenet121,chexpert,0.526839922913685,0.210894598437867,0.698361454307637,,,,,,,,,,,,,,,,,,0.604130652914226,0.696879261903242,0.666509299506076,0.782880174219892,0.746691231560549,,,,
moving_bn_and_fc,densenet121,chexpert,0.517128766845612,0.210218780124672,0.693808963421861,,,,,,,,,,,,,,,,,,0.603368908702434,0.689822844073725,0.663016167754992,0.78715134675878,0.742759631556334,,,,
fc_then_full_bnt,densenet121,chexpert,0.452145218849182,0.324444442987442,0.792490869760513,,,,,,,,,,,,,,,,,,0.693369030952454,0.819798529148102,0.75804215669632,0.831108152866364,0.86013650894165,,,,
fc_then_full_bnt,densenet121,chexpert,0.453062889021213,0.322520849031287,0.785397588564387,,,,,,,,,,,,,,,,,,0.678979005181157,0.810306941399788,0.75410122141537,0.821920886974275,0.857251627197293,,,,
fc_then_full_bnt,densenet121,chexpert,0.46397476431215,0.319592900307445,0.782295127037596,,,,,,,,,,,,,,,,,,0.693068805458332,0.810692210163283,0.756969604952085,0.820547032370042,0.859541183196346,,,,
fc,densenet121,chexpert,0.505484104156494,0.209629625082016,0.718346277872721,,,,,,,,,,,,,,,,,,0.641119658946991,0.695384979248047,0.697299897670746,0.774143278598785,0.783783614635468,,,,
fc,densenet121,chexpert,0.509509255841605,0.204239792473247,0.715921294377053,,,,,,,,,,,,,,,,,,0.635213442759505,0.690309021707212,0.696201939792371,0.76141586014597,0.782645520407255,,,,
fc,densenet121,chexpert,0.500565762214476,0.218188449407318,0.724251971514848,,,,,,,,,,,,,,,,,,0.649325339875529,0.704687632934135,0.70376128077759,0.774614144388018,0.789030416243601,,,,
random_weights_bn_and_fc,densenet121,chexpert,0.520067632198334,0.241481482982635,0.681632260481516,,,,,,,,,,,,,,,,,,0.595269024372101,0.65172415971756,0.65425056219101,0.750758171081543,0.756159424781799,,,,
random_weights_bn_and_fc,densenet121,chexpert,0.551950188156207,0.226280253795133,0.645059945542762,,,,,,,,,,,,,,,,,,0.579794829158021,0.644519723293624,0.631728186028993,0.719610713235947,0.709676837906026,,,,
random_weights_bn_and_fc,densenet121,chexpert,0.528457242331748,0.182836733207667,0.681248720338482,,,,,,,,,,,,,,,,,,0.592807014989782,0.598202398056794,0.591767585755897,0.721291549529638,0.737870423185288,,,,
bn_and_fc,densenet121,chexpert,0.445042580366134,0.320740729570389,0.793269773324331,,,,,,,,,,,,,,,,,,0.683478832244873,0.809604048728943,0.773695290088654,0.834242701530457,0.865328013896942,,,,
bn_and_fc,densenet121,chexpert,0.434399127960205,0.317037045955658,0.806594351927439,,,,,,,,,,,,,,,,,,0.694037139415741,0.835666239261627,0.785060584545136,0.841932594776154,0.876275181770325,,,,
bn_and_fc,densenet121,chexpert,0.443869322538376,0.317777782678604,0.796239266792933,,,,,,,,,,,,,,,,,,0.695436120033264,0.814038515090942,0.771311819553375,0.83512556552887,0.865284323692322,,,,
fc_then_bn_bnt,densenet121,chexpert,0.437935143709183,0.326666653156281,0.805624157190323,,,,,,,,,,,,,,,,,,0.696116209030151,0.832986533641815,0.783141016960144,0.845220744609833,0.870656311511993,,,,
fc_then_bn_bnt,densenet121,chexpert,0.439975070493643,0.325808847586602,0.803272925326667,,,,,,,,,,,,,,,,,,0.692995921177462,0.831786199372369,0.775571690749456,0.839921839286208,0.864825406659706,,,,
fc_then_bn_bnt,densenet121,chexpert,0.417291158488567,0.331396689659558,0.815895716116364,,,,,,,,,,,,,,,,,,0.696965794986425,0.834894504044097,0.78551156356813,0.847557464119438,0.873243183509127,,,,
random_weights_bn_training_and_fc,densenet121,chexpert,0.51745331287384,0.130370363593102,0.689707458019257,,,,,,,,,,,,,,,,,,0.615480005741119,0.647215783596039,0.647970616817474,0.765996694564819,0.771874129772186,,,,
random_weights_bn_training_and_fc,densenet121,chexpert,0.540632522171437,0.115503457150112,0.658422689097531,,,,,,,,,,,,,,,,,,0.59624541513039,0.640858015703002,0.61791913304231,0.734199855104454,0.745870311290813,,,,
random_weights_bn_training_and_fc,densenet121,chexpert,0.539413117881369,0.082714542450925,0.678169633756141,,,,,,,,,,,,,,,,,,0.604470957459121,0.643137658440718,0.633440993209706,0.750630671441897,0.768865569071991,,,,
fc_then_full,efficientnetb3,chexpert,0.460337787866592,0.33111110329628,0.784625401099523,,,,,,,,,,,,,,,,,,0.693017721176147,0.798005700111389,0.748819828033447,0.831946671009064,0.85133707523346,,,,
fc,efficientnetb3,chexpert,0.500168740749359,0.243703708052635,0.722998907168706,,,,,,,,,,,,,,,,,,0.636054277420044,0.709092438220978,0.698502063751221,0.781747221946716,0.789598524570465,,,,
fc,efficientnetb3,chexpert,0.499162912368774,0.253333330154419,0.723731597264608,,,,,,,,,,,,,,,,,,0.631452143192291,0.711384177207947,0.700112581253052,0.784409105777741,0.791299939155579,,,,
fc_then_full,efficientnetb3,chexpert,0.459465384483337,0.320740729570389,0.780961513519287,,,,,,,,,,,,,,,,,,0.688754916191101,0.789469957351685,0.751023769378662,0.826053261756897,0.849505603313446,,,,
fc,efficientnetb3,chexpert,0.502335131168366,0.233333334326744,0.720243761936824,,,,,,,,,,,,,,,,,,0.639777481555939,0.71077686548233,0.684190452098846,0.777331948280335,0.789142072200775,,,,
fc_then_full,efficientnetb3,chexpert,0.457092732191086,0.337037026882172,0.788964619239171,,,,,,,,,,,,,,,,,,0.691825032234192,0.811423122882843,0.752092301845551,0.837454736232758,0.852027893066406,,,,
fc,efficientnetb3,chexpert,0.500432014465332,0.257777780294418,0.722980330387751,,,,,,,,,,,,,,,,,,0.638502538204193,0.706991374492645,0.695473730564117,0.78029465675354,0.793639361858368,,,,
fc_then_bn,efficientnetb3,chexpert,0.440852224826813,0.305925935506821,0.800833900769552,,,,,,,,,,,,,,,,,,0.692650139331818,0.826446235179901,0.777452528476715,0.843033909797668,0.864586710929871,,,,
fc_then_bn,efficientnetb3,chexpert,0.447535634040833,0.339259266853333,0.792556325594584,,,,,,,,,,,,,,,,,,0.683114051818848,0.813975989818573,0.7634157538414,0.839721322059631,0.862554550170898,,,,
fc_then_bn,efficientnetb3,chexpert,0.441976875066757,0.325185179710388,0.798185179630915,,,,,,,,,,,,,,,,,,0.683312833309174,0.82745748758316,0.77757853269577,0.838678896427155,0.863898158073425,,,,
random_weights_bn_and_fc,efficientnetb3,chexpert,0.572896420955658,0.059259258210659,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,,,,
random_weights_bn_and_fc,efficientnetb3,chexpert,0.575204104658766,0.013350585572537,0.499405267573898,,,,,,,,,,,,,,,,,,0.414595130975991,0.480629604149416,0.474100871446778,0.437567815027357,0.475352026321267,,,,
random_weights_bn_and_fc,efficientnetb3,chexpert,0.57282418012619,0.059259258210659,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,,,,
